Edge_ID,Source_ID,Citing_Title,Citing_Year,Citing_Venue_Raw,Citing_DOI,Article_URL,Full_Text_URL,Citing_Authors_Raw,Context_Priority,Independence_Class,Independence_Confidence,Independence_Note,Phase3_Fast_Attempted,Phase3_Fast_Match_Source,Phase3_Fast_Title_Score,Phase3_Fast_OpenAlex_ID,Phase3_Fast_Canonical_DOI,Phase3_Fast_Authors,Phase3_Fast_Institutions,Phase3_Fast_Countries,Final_Independence_Class,Final_Independence_Confidence,Final_Independence_Note,Overlapping_Source_Authors,Phase3_Fast_Changed
E011,P01,Constructing a high-power self-powered electrochemical pressure sensor for multimode pressure detections,2025,Nano Energy,,https://www.sciencedirect.com/science/article/pii/S2211285525001065,,"M Zhang, Z Duan, Z Huang, H Yu, C Wang, H Zhang…",Pending,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,OpenAlex title search,100.0,https://openalex.org/W4407088212,10.1016/j.nanoen.2025.110747,Mingxiang Zhang; Zaihua Duan; Zekai Huang; Haichao Yu; Changhong Wang; Hangxi Zhang; Teng Li; Qi Huang; Zhen Yuan; Yadong Jiang; Huiling Tai,China Electronics Technology Group Corporation; University of Electronic Science and Technology of China,CN,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E012,P01,Skin-inspired interlocked microstructures with soft-hard synergistic effect for high-sensitivity and wide-linear-range pressure sensing,2024,Chemical Engineering Journal,,https://www.sciencedirect.com/science/article/pii/S1385894724055724,,"S Tu, Y Xi, X Cui, Z Xu, Z Liu, Y Zhu",Medium,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,OpenAlex title search,100.0,https://openalex.org/W4400721686,10.1016/j.cej.2024.154083,Shiwen Tu; Yangbin Xi; Xihua Cui; Zhiguang Xu; Zunfeng Liu; Yutian Zhu,Hangzhou Normal University; Jiaxing University; Nankai University; State Key Laboratory of Medicinal Chemical Biology,CN,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E013,P01,Integration of photodiagnosis and therapy guided by micro/nanorobots,2025,Advanced …,10.1002/adma.202420359,https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/adma.202420359,,"Q Ding, S Huang, Z Zhang, D Yu, M Li…",Pending,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,OpenAlex DOI,100.0,https://openalex.org/W4408415691,10.1002/adma.202420359,Qihang Ding; Siqi Huang; Zihan Zhang; Donghu Yu; Man Li; Qin He; Ling Mei,Chengdu University; Korea University; Sichuan University; Wuhan University; Zhongnan Hospital of Wuhan University,CN; KR,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E014,P01,Two-stage micropyramids enhanced flexible piezoresistive sensor for health monitoring and human–computer interaction,2024,ACS Applied Materials & …,10.1021/acsami.3c18788,https://pubs.acs.org/doi/abs/10.1021/acsami.3c18788,,"Z Chen, C Qu, J Yao, Y Zhang, Y Xu",Medium,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,OpenAlex DOI,100.0,https://openalex.org/W4391484113,10.1021/acsami.3c18788,Zhihao Chen; Changming Qu; Jingjing Yao; Yuanlong Zhang; Yun Xu,Chinese Academy of Sciences; Institute of Semiconductors; University of Chinese Academy of Sciences,CN,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E015,P01,Flexible pressure sensor arrays with high sensitivity and high density based on spinous microstructures for carved patterns recognition,2025,Advanced Functional …,10.1002/adfm.202417238,https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/adfm.202417238,,"W Zhao, K Li, Z Li, W Wang, X Yu…",Pending,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,OpenAlex DOI,100.0,https://openalex.org/W4405006072,10.1002/adfm.202417238,Wenli Zhao; Kun Li; Zonglin Li; Weiwei Wang; Xiaofeng Yu; Tong Zhang; Xiaoniu Yang,Changchun Institute of Applied Chemistry; Chinese Academy of Sciences; State Key Laboratory of Polymer Physics and Chemistry; University of Science and Technology of China,CN,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E016,P01,Expanding the horizons of machine learning in nanomaterials to chiral nanostructures,2024,Advanced …,10.1002/adma.202308912,https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/adma.202308912,https://advanced.onlinelibrary.wiley.com/doi/pdf/10.1002%2Fadma.202308912,"V Kuznetsova, Á Coogan, D Botov…",Pending,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,OpenAlex DOI,100.0,https://openalex.org/W4391014981,10.1002/adma.202308912,Vera Kuznetsova; Áine Coogan; Dmitry Botov; Yulia Gromova; Elena V. Ushakova; Yurii K. Gun’ko,Advanced Materials and BioEngineering Research; City University of Hong Kong; Exelixis (United States); Harvard University; Neapolis University Pafos; Trinity College Dublin,CY; HK; IE; US,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E017,P01,Nanoplasmonic biosensors for environmental sustainability and human health,2024,Chemical Society Reviews,,https://pubs.rsc.org/cs/article-abstract/53/21/10491/804018,https://pubs.rsc.org/cs/article/53/21/10491/804018,"W Liu, K Chung, S Yu, LP Lee",Medium,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,OpenAlex title search,100.0,https://openalex.org/W4401963745,10.1039/d3cs00941f,Wenpeng Liu; Kyungwha Chung; Subin Yu; Luke P. Lee,"Brigham and Women's Hospital; Ewha Womans University; Harvard University; Sungkyunkwan University; University of California, Berkeley",KR; US,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E018,P01,"Degradable, biocompatible, and flexible capacitive pressure sensor for intelligent gait recognition and rehabilitation training",2024,Nano Energy,,https://www.sciencedirect.com/science/article/pii/S2211285524004981,,"D Guo, Y Li, Q Zhou, Z Yu, X Liu, S Dong, S Zhang…",Pending,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E019,P01,A dual-mode transparent flexible pressure sensor array for tactile sensing visualization,2025,Chemical Engineering …,,https://www.sciencedirect.com/science/article/pii/S1385894725024404,,"C Fang, L Zhao, W Su, B Qin…",Medium,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,OpenAlex title search,100.0,https://openalex.org/W4408475671,10.1016/j.cej.2025.161618,Chenyu Fang; Leilei Zhao; Wanwan Su; Binyu Qin; Peter Poechmueller,Qingdao University; Shandong University,CN,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E020,P01,Anti‐motion artifacts iontronic sensor for long‐term accurate fingertip pulse monitoring,2025,Advanced …,10.1002/advs.202414425,https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/advs.202414425,https://advanced.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.202414425,"J You, M Lu, L Dazhen, M Gao, R Zhang…",Pending,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,OpenAlex DOI,100.0,https://openalex.org/W4407859199,10.1002/advs.202414425,Jia You; Mingyang Lu; Lamu Dazhen; Mengjie Gao; Ruiyan Zhang; Wendong Li; F. Lei; Wei Ren; Guangxian Li; Junlong Yang,Chengdu University; Ningxia University; Sichuan University,CN,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E021,P01,High-performance flexible capacitive pressure sensor based on a spiked nickel/polyimide composite nanofiber membrane,2025,ACS …,10.1021/acssensors.4c03495,https://pubs.acs.org/doi/abs/10.1021/acssensors.4c03495,,"L Xia, W Xiao, L Li, X Liu, Q Zhuang, Y Huang…",High,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,OpenAlex title search,100.0,https://openalex.org/W4407437095,10.1021/acssensors.4c03495,Luntao Xia; Wei Xiao; Luoxin Li; Xin Liu; Qibin Zhuang; Yong Huang; Tianhao Lan; Xiaohui Du; Yang Zhao; Dezhi Wu,Institute of Technology of Cambodia; Instrumentation Technology and Economy Institute; Xiamen University,CN; KH,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E022,P01,Underwater gesture recognition meta-gloves for marine immersive communication,2024,ACS …,10.1021/acsnano.3c13221,https://pubs.acs.org/doi/abs/10.1021/acsnano.3c13221,,"J Liu, L Wang, R Xu, X Zhang, J Zhao, H Liu, F Chen…",Low,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,OpenAlex DOI,100.0,https://openalex.org/W4394683440,10.1021/acsnano.3c13221,Jiaxu Liu; Lihong Wang; Ruidong Xu; Xinwei Zhang; Jisheng Zhao; Hong Liu; Fuxing Chen; Lijun Qu; Mingwei Tian,Medical Protective; Qingdao University,CN; US,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E023,P01,Emerging intelligent wearable devices for cardiovascular health monitoring,2024,Nano Today,,https://www.sciencedirect.com/science/article/pii/S1748013224004006,,"Y Wang, Y Zou, Z Li",High,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E024,P01,High‐resolution carbon‐based tactile sensor array for dynamic pulse imaging,2024,Advanced Functional …,10.1002/adfm.202406022,https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/adfm.202406022,,"X Tian, G Cheng, Z Wu, X Wen, Y Kong…",Medium,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,OpenAlex DOI,100.0,https://openalex.org/W4399490764,10.1002/adfm.202406022,Xin Tian; Guanyin Cheng; Zhonghuai Wu; Xudong Wen; Yongkang Kong; Long Pan; Fubang Zhao; Zhongxiang Li; Dong Zhang; Yonghe Hu; Dapeng Wei,Army Medical University; Beijing Institute of Technology; Chinese Academy of Medical Sciences & Peking Union Medical College; Chongqing Institute of Green and Intelligent Technology; Southwest Jiaotong University; Xiyuan Hospital,CN,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E025,P01,Deep learning-assisted piezoresistive pressure sensors with broad-range ultrasensitivity for wearable motion monitoring,2025,Nano Energy,,https://www.sciencedirect.com/science/article/pii/S2211285525003945,,"C Zhang, S Lang, M Tao, P Li, T Liang, X Zhao, X Gou…",Pending,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,OpenAlex title search,100.0,https://openalex.org/W4409827409,10.1016/j.nanoen.2025.111035,Chao Zhang; Shipan Lang; Meng Tao; Pei Li; Taotao Liang; Xiaodong Zhao; Xin Gou; Xinyuan Zhao; Shouze Xiong; Liqiang Zheng; Hanshen Xin; Hong Hu; L. Jay Guo; Jun Yang,Army Medical University; Chongqing Institute of Green and Intelligent Technology; Guizhou University; Shanghai Fudan Microelectronics (China); Southwest Hospital,CN,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E026,P01,"Bioinspired low hysteresis flexible pressure sensor using nanocomposites of multiwalled carbon nanotubes, silicone rubber, and carbon nanofiber for human …",2024,ACS Applied Nano …,10.1021/acsanm.4c02631,https://pubs.acs.org/doi/abs/10.1021/acsanm.4c02631,,"X Guo, T Liu, Y Tang, W Li, L Liu, D Wang…",Pending,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,OpenAlex DOI,97.9,https://openalex.org/W4400119999,10.1021/acsanm.4c02631,Xiaohui Guo; Tiancheng Liu; Yongming Tang; Wei Li; Long Liu; Di Wang; Di Wang; Yifan Zhang; Tianxu Zhang; Xiaowen Zhu; Yuxin Guan; Xianghui Li; Yinuo Chen; Xinyu Wu; Guangyu Xiao; Xinchen Wang; Renkai Zhang; Dandan Wang; Dandan Wang; Zhihong Mai; Weiqiang Hong; Qi Hong; Yunong Zhao; Yongjun Zhang; Ming Wang; Feng Yan; Guozhong Xing,Anhui University; Arizona State University; Chinese Academy of Sciences; Dalian University of Technology; Fudan University; Hangzhou Dianzi University; Institute of Microelectronics; Nanjing University of Posts and Telecommunications,CN; US,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E027,P01,Wearable multichannel-active pressurized pulse sensing platform,2024,Microsystems & …,,https://www.nature.com/articles/s41378-024-00703-7,https://www.nature.com/articles/s41378-024-00703-7,"Y Zhao, Q Sun, S Mei, L Gao, X Zhang…",High,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,OpenAlex title search,100.0,https://openalex.org/W4399552767,10.1038/s41378-024-00703-7,Yunlong Zhao; Qingxia Sun; Shixuan Mei; Libo Gao; Xikuan Zhang; Zekun Yang; Xueli Nan; Haiyan Zhang; Chenyang Xue; Junyang Li,China Academy of Space Technology; Institute of Modern Physics; Institute of Physics; North University of China; Ocean University of China; Shanxi University; Tan Kah Kee Innovation Laboratory; Xiamen University; Xiamen University of Technology,CN,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E028,P01,"Recent advancements in physiological, biochemical, and multimodal sensors based on flexible substrates: strategies, technologies, and integrations",2023,… applied materials & …,10.1021/acsami.3c02690,https://pubs.acs.org/doi/abs/10.1021/acsami.3c02690,https://drive.google.com/file/d/1R5iga-5a-T_BBUfmU61oTXwWairiLNyB/view,"T Liu, L Liu, G Gou, Z Fang, J Sun, J Chen…",Exclude,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,OpenAlex DOI,100.0,https://openalex.org/W4367048117,10.1021/acsami.3c02690,Tiezhu Liu; Lidan Liu; Guangyang Gou; Zhen Fang; Jianhai Sun; Jiamin Chen; Jianqun Cheng; Mengdi Han; Tianjun Ma; Chunxiu Liu; Ning Xue,Aerospace Information Research Institute; Chinese Academy of Medical Sciences & Peking Union Medical College; Chinese Academy of Sciences; Peking University; Quanzhou Normal University; State Key Laboratory of Transducer Technology; University of Chinese Academy of Sciences,CN,Coauthor-network citation,Probable,"Exact full-name overlap with source coauthor(s), but no shared persistent identifier: Chunxiu Liu; Guangyang Gou; Jiamin Chen; Jianhai Sun; Jianqun Cheng; Mengdi Han; Ning Xue; Tianjun Ma; Tiezhu Liu; Zhen Fang",Chunxiu Liu; Guangyang Gou; Jiamin Chen; Jianhai Sun; Jianqun Cheng; Mengdi Han; Ning Xue; Tianjun Ma; Tiezhu Liu; Zhen Fang,Yes
E029,P01,All‐Carbon Piezoresistive Sensor: Enhanced Sensitivity and Wide Linear Range via Multiscale Design for Wearable Applications,2025,Advanced Functional …,10.1002/adfm.202418706,https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/adfm.202418706,,"Q Xiang, G Zhao, T Tang, H Zhang, Z Liu…",Medium,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,OpenAlex DOI,100.0,https://openalex.org/W4404900146,10.1002/adfm.202418706,Qixuan Xiang; Guanjie Zhao; Tao Tang; Hao Zhang; Zhiyuan Liu; Xianglong Zhang; Yaping Zhao; Huijun Tan,Columbia University; Shanghai Institute of Organic Chemistry; Shanghai Jiao Tong University; University of Chinese Academy of Sciences,CN; US,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E030,P01,E-skin and its advanced applications in ubiquitous health monitoring,2024,Biomedicines,,https://www.mdpi.com/2227-9059/12/10/2307,https://www.mdpi.com/2227-9059/12/10/2307,"X Sun, X Guo, J Gao, J Wu, F Huang, JH Zhang…",High,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,OpenAlex title search,100.0,https://openalex.org/W4403338890,10.3390/biomedicines12102307,Xidi Sun; Xin Guo; J. Gao; Jing Wu; Fengchang Huang; Jia‐Han Zhang; Fuhua Huang; Xiao Lu; Yi Shi; Lijia Pan,Collaborative Innovation Center of Advanced Microstructures; Inner Mongolia University; Jiangsu Province Hospital; Nanjing Medical University; Nanjing University,CN,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E031,P01,An all‐in‐one wearable device integrating a solid‐state zinc‐ion battery and a capacitive pressure sensor for intelligent health monitoring,2024,Advanced Functional …,10.1002/adfm.202403788,https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/adfm.202403788,,"J Li, K Ma, B Qin, G Shen, C Zhang…",High,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,OpenAlex DOI,100.0,https://openalex.org/W4401400732,10.1002/adfm.202403788,Junxian Li; Ke Ma; Bolong Qin; Gengzhe Shen; Chi Zhang; Weijia Yang; Zijun Pan; Senrong Ye; Yue Xin; Xin He,Chinese Academy of Sciences; Jiangmen Polytechnic; Wuyi University; Zhuhai Institute of Advanced Technology,CN,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E032,P01,Flexible sensor‐based human–machine interfaces with AI integration for medical robotics,2026,Advanced Robotics …,10.1002/adrr.202500027,https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/adrr.202500027,https://advanced.onlinelibrary.wiley.com/doi/pdf/10.1002/adrr.202500027,"Y Wang, Z Jiang, SH Kwon, M Ibrahim…",Pending,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,OpenAlex title search below threshold; Crossref DOI fallback,69.7,,10.1002/adrr.202500027,Yuxiao Wang; Zhipeng Jiang; Sun Hwa Kwon; Matthew Ibrahim; Alexander Dang; Lin Dong,,,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E033,P01,"Flexible pressure sensing systems empowered by artificial intelligence: materials, devices and emerging applications",2026,Materials …,,https://pubs.rsc.org/mh/article-abstract/13/7/3178/897582,,"Z Hu, X Liu, X Cheng, Y Song, Z Jia, P Zhao, Z Lv…",Pending,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,OpenAlex title search,100.0,https://openalex.org/W7124653504,10.1039/d5mh02286j,Zhipeng Hu; Xinyi Liu; Xiyan Cheng; Yilin Song; Ziqi Jia; Pengfei Zhao; Ziyu Lv; Yongbiao Zhai; Loganathan Veeramuthu; Su-Ting Han; Vellaisamy A. L. Roy; Chi‐Ching Kuo; Ye Zhou,Hong Kong Polytechnic University; Hong Kong University of Science and Technology; Metropolitan University; Nanjing University of Posts and Telecommunications; National Taipei University of Technology; National Taiwan University; Northeastern University; Shenzhen University; University of Hong Kong,BD; CN; HK; TW; US,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E034,P01,Flexible ionic pressure sensors: From migration‐electronic mechanisms to emerging iontronic paradigms,2026,InfoMat,10.1002/inf2.70116,https://onlinelibrary.wiley.com/doi/abs/10.1002/inf2.70116,https://onlinelibrary.wiley.com/doi/full/10.1002/inf2.70116,"M Wang, Y Ma, J Liu, L Xu, L Wen, R Wu, Y Cheng…",Medium,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,OpenAlex DOI,100.0,https://openalex.org/W7124080696,10.1002/inf2.70116,Mengjie Wang; Yanan Ma; Jia Liu; Li Xu; Li Wen; Ranyun Wu; Yongfa Cheng; Liang Li; Siliang Wang; Yang Yue; Zhixiang Huang,Anhui University; Hefei Institutes of Physical Science; Hubei University of Automotive Technology; Northwestern University,CN; US,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
